No,Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
108,1991,12,25,11,22,15,27,16,10,,,,,,,,,,,,,,,,,,
108,1991,12,26,14,12,5,1,,,,,,,,,,,,,,,,,,,,
108,1991,12,27,15,23,10,38,2,,,,,,,,,,,,,,,,,,,
108,1991,12,28,5,30,,,,,,,,,,,,,,,,,,,,,,
108,1991,12,29,,,,,,,,,,,,,,,,,,,,,,,,
108,1991,12,30,,,,,,,,,,,,,,,,,,,,,,,,
108,1991,12,31,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,1,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,2,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,3,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,4,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,5,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,6,1,1,3,20,14,,,,,,,,,,,,,,,,,,,
108,1992,1,7,9,11,2,,,,,,,,,,,,,,,,,,,,,
108,1992,1,8,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,9,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,10,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,11,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,12,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,13,18,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,14,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,15,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,16,17,21,1,,,,,,,,,,,,,,,,,,,,,
108,1992,1,17,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,18,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,19,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,20,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,21,3,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,22,1,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,23,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,24,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,25,2,1,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,26,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,27,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,28,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,29,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,30,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,1,31,10,1,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,1,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,2,6,1,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,3,2,9,8,7,,,,,,,,,,,,,,,,,,,,
108,1992,2,4,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,5,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,6,23,8,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,7,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,8,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,9,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,10,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,11,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,12,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,13,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,14,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,15,37,23,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,16,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,17,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,18,12,1,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,19,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,20,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,21,1,,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,22,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,23,50,15,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,24,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,25,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,26,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,27,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,28,10,28,,,,,,,,,,,,,,,,,,,,,,
108,1992,2,29,33,64,56,27,8,7,30,,,,,,,,,,,,,,,,,
108,1992,3,1,3,4,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,2,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,3,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,4,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,5,3,3,10,14,6,,,,,,,,,,,,,,,,,,,
108,1992,3,6,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,7,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,8,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,9,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,10,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,11,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,12,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,13,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,14,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,15,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,16,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,17,8,10,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,18,2,1,2,,,,,,,,,,,,,,,,,,,,,
108,1992,3,19,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,20,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,21,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,22,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,23,2,3,39,1,,,,,,,,,,,,,,,,,,,,
108,1992,3,24,1,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,25,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,26,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,27,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,28,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,29,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,30,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,3,31,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,1,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,2,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,3,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,4,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,5,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,6,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,7,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,8,3,1,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,9,1,1,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,10,7,18,4,11,36,33,27,4,16,5,3,5,2,2,5,6,2,5,3,3,4,1,,
108,1992,4,11,29,21,2,,,,,,,,,,,,,,,,,,,,,
108,1992,4,12,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,13,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,14,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,15,1,15,18,5,3,18,22,4,,,,,,,,,,,,,,,,
108,1992,4,16,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,17,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,18,12,78,20,72,18,18,10,5,,,,,,,,,,,,,,,,
108,1992,4,19,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,20,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,21,1,19,90,2,3,,,,,,,,,,,,,,,,,,,
108,1992,4,22,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,23,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,24,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,25,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,26,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,27,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,28,14,4,1,2,,,,,,,,,,,,,,,,,,,,
108,1992,4,29,5,,,,,,,,,,,,,,,,,,,,,,,
108,1992,4,30,3,1,8,6,2,1,1,2,21,,,,,,,,,,,,,,,
108,1992,5,1,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,2,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,3,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,4,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,5,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,6,7,20,46,57,75,6,33,46,56,,,,,,,,,,,,,,,
108,1992,5,7,90,125,274,19,19,9,1,7,24,89,61,42,14,15,14,7,1,9,45,60,10,16,2,1
108,1992,5,8,1,2,1,,,,,,,,,,,,,,,,,,,,,
108,1992,5,9,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,10,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,11,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,12,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,13,3,20,20,22,33,16,36,18,3,7,9,5,6,5,1,1,,,,,,,,
108,1992,5,14,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,15,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,16,6,14,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,17,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,18,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,19,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,20,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,21,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,22,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,23,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,24,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,25,1,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,26,8,2,5,,,,,,,,,,,,,,,,,,,,,
108,1992,5,27,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,28,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,29,10,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,30,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,5,31,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,1,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,2,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,3,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,4,5,1,1,29,74,8,189,153,74,5,5,4,2,2,8,,,,,,,,,
108,1992,6,5,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,6,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,7,4,14,8,6,11,4,1,,,,,,,,,,,,,,,,,
108,1992,6,8,40,32,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,9,13,13,74,73,24,,,,,,,,,,,,,,,,,,,
108,1992,6,10,1,12,3,5,7,52,8,,,,,,,,,,,,,,,,,
108,1992,6,11,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,12,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,13,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,14,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,15,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,16,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,17,2,12,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,18,3,12,2,,,,,,,,,,,,,,,,,,,,,
108,1992,6,19,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,20,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,21,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,22,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,23,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,24,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,25,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,26,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,27,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,28,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,29,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,6,30,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,7,1,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,7,2,2,61,1,1,,,,,,,,,,,,,,,,,,,,
108,1992,7,3,4,1,13,9,70,26,22,8,14,4,1,1,6,3,2,,,,,,,,,
108,1992,7,4,4,17,,,,,,,,,,,,,,,,,,,,,,
108,1992,7,5,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,7,6,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,7,7,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,7,8,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,7,9,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,7,10,50,1,14,47,138,3,4,51,6,2,34,190,24,21,,,,,,,,,,
108,1992,7,11,5,30,53,1,7,4,4,3,15,2,3,6,1,,,,,,,,,,,
108,1992,7,12,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,7,13,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,7,14,5,68,60,8,,,,,,,,,,,,,,,,,,,,
108,1992,7,15,36,96,414,55,1,1,,,,,,,,,,,,,,,,,,
108,1992,7,16,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,7,17,2,12,33,17,8,7,11,25,25,125,12,17,21,9,28,19,5,1,5,,,,,
108,1992,7,18,18,2,,,,,,,,,,,,,,,,,,,,,,
108,1992,7,19,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,7,20,16,4,,,,,,,,,,,,,,,,,,,,,,
108,1992,7,21,2,1,,,,,,,,,,,,,,,,,,,,,,
108,1992,7,22,10,73,14,3,8,,,,,,,,,,,,,,,,,,,
108,1992,7,23,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,7,24,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,7,25,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,7,26,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,7,27,230,54,7,5,4,2,7,10,4,5,5,3,,,,,,,,,,,,
108,1992,7,28,7,1,1,3,1,1,,,,,,,,,,,,,,,,,,
108,1992,7,29,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,7,30,24,53,1,7,,,,,,,,,,,,,,,,,,,,
108,1992,7,31,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,8,1,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,8,2,99,182,,,,,,,,,,,,,,,,,,,,,,
108,1992,8,3,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,8,4,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,8,5,8,,,,,,,,,,,,,,,,,,,,,,,
108,1992,8,6,2,5,3,3,,,,,,,,,,,,,,,,,,,,
108,1992,8,7,76,38,53,126,158,266,547,14,17,2,1,3,2,,,,,,,,,,,
108,1992,8,8,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,8,9,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,8,10,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,8,11,1,,,,,,,,,,,,,,,,,,,,,,,
108,1992,8,12,1,3,3,8,13,40,8,,,,,,,,,,,,,,,,,
108,1992,8,13,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,8,14,4,65,2,2,2,3,6,11,39,26,,,,,,,,,,,,,,
108,1992,8,15,1,1,26,15,1,6,2,1,1,1,,,,,,,,,,,,,,
108,1992,8,16,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,8,17,4,12,3,226,32,23,32,15,7,7,2,3,,,,,,,,,,,,
108,1992,8,18,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,8,19,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,8,20,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,8,21,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,8,22,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,8,23,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,8,24,4,16,24,,,,,,,,,,,,,,,,,,,,,
108,1992,8,25,17,21,167,50,7,6,,,,,,,,,,,,,,,,,,
108,1992,8,26,1,1,20,,,,,,,,,,,,,,,,,,,,,
108,1992,8,27,25,69,82,198,66,75,125,170,405,130,53,52,28,14,3,1,6,25,1,2,1,2,,
108,1992,8,28,5,5,1,4,7,7,29,,,,,,,,,,,,,,,,,
108,1992,8,29,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,8,30,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,8,31,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,1,1,1,13,1,5,38,17,5,1,1,,,,,,,,,,,,,,
108,1992,9,2,16,49,36,44,40,18,,,,,,,,,,,,,,,,,,
108,1992,9,3,1,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,4,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,5,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,6,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,7,12,21,2,8,,,,,,,,,,,,,,,,,,,,
108,1992,9,8,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,9,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,10,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,11,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,12,2,1,1,1,,,,,,,,,,,,,,,,,,,,
108,1992,9,13,1,1,3,8,10,10,3,4,,,,,,,,,,,,,,,,
108,1992,9,14,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,15,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,16,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,17,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,18,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,19,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,20,3,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,21,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,22,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,23,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,24,71,7,5,21,23,13,22,59,117,87,42,37,46,120,154,33,8,5,,,,,,
108,1992,9,25,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,26,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,27,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,28,1,,,,,,,,,,,,,,,,,,,,,,,
108,1992,9,29,12,108,185,94,37,,,,,,,,,,,,,,,,,,,
108,1992,9,30,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,1,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,2,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,3,3,2,13,9,3,1,4,,,,,,,,,,,,,,,,,
108,1992,10,4,10,4,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,5,2,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,6,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,7,2,1,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,8,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,9,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,10,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,11,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,12,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,13,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,14,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,15,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,16,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,17,12,16,55,7,,,,,,,,,,,,,,,,,,,,
108,1992,10,18,3,3,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,19,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,20,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,21,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,22,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,23,3,38,3,2,9,3,4,,,,,,,,,,,,,,,,,
108,1992,10,24,5,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,25,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,26,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,27,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,28,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,29,13,34,15,10,16,11,,,,,,,,,,,,,,,,,,
108,1992,10,30,14,6,,,,,,,,,,,,,,,,,,,,,,
108,1992,10,31,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,1,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,2,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,3,18,66,1,,,,,,,,,,,,,,,,,,,,,
108,1992,11,4,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,5,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,6,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,7,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,8,2,16,30,,,,,,,,,,,,,,,,,,,,,
108,1992,11,9,20,44,23,19,7,7,6,,,,,,,,,,,,,,,,,
108,1992,11,10,12,18,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,11,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,12,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,13,30,50,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,14,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,15,5,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,16,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,17,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,18,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,19,3,46,113,306,20,,,,,,,,,,,,,,,,,,,
108,1992,11,20,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,21,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,22,12,6,2,13,,,,,,,,,,,,,,,,,,,,
108,1992,11,23,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,24,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,25,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,26,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,27,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,28,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,29,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,11,30,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,1,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,2,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,3,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,4,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,5,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,6,51,42,1,7,74,35,,,,,,,,,,,,,,,,,,
108,1992,12,7,5,6,14,30,2,7,,,,,,,,,,,,,,,,,,
108,1992,12,8,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,9,1,2,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,10,45,40,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,11,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,12,2,18,63,50,,,,,,,,,,,,,,,,,,,,
108,1992,12,13,26,9,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,14,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,15,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,16,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,17,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,18,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,19,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,20,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,21,38,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,22,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,23,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,24,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,25,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,26,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,27,1,1,4,2,8,,,,,,,,,,,,,,,,,,,
108,1992,12,28,17,21,21,44,14,4,,,,,,,,,,,,,,,,,,
108,1992,12,29,,,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,30,6,3,,,,,,,,,,,,,,,,,,,,,,
108,1992,12,31,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,1,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,2,3,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,3,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,4,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,5,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,6,6,1,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,7,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,8,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,9,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,10,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,11,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,12,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,13,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,14,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,15,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,16,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,17,9,1,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,18,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,19,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,20,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,21,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,22,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,23,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,24,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,25,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,26,1,1,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,27,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,28,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,29,,,,,,,,,,,,,,,,,,,,,,,,
108,1993,1,30,,,,,,,,,,,,,,,,,,,,,,,,
